time, mean_GPM_3IMERGDF_07_precipitation
2022-02-17,15.7749977
2022-02-18,16.2849979
2022-02-19,0.105000004
2022-02-20,0.0299999993
2022-02-21,0.0
2022-02-22,27.7900009
2022-02-23,0.850000024
2022-02-24,0.415000021
2022-02-25,6.43499994
2022-02-26,0.0850000009
2022-02-27,0.620000005
2022-02-28,0.0
2022-03-01,0.514999986
2022-03-02,0.0
2022-03-03,1.39999998
2022-03-04,0.0
2022-03-05,1.11000001
2022-03-06,5.45999956
2022-03-07,16.9699993
2022-03-08,0.0
2022-03-09,0.955000043
2022-03-10,0.0
2022-03-11,0.00999999978
2022-03-12,4.30999994
2022-03-13,0.379999995
2022-03-14,0.0
2022-03-15,3.26999998
2022-03-16,0.0
2022-03-17,0.294999987
2022-03-18,0.0
2022-03-19,23.789999
2022-03-20,0.284999996
2022-03-21,0.0
2022-03-22,0.0
2022-03-23,2.12999988
2022-03-24,2.70000005
2022-03-25,2.03499985
2022-03-26,0.0
2022-03-27,0.0
2022-03-28,0.254999995
2022-03-29,0.0
2022-03-30,0.474999964
2022-03-31,18.7450008
2022-04-01,0.0
2022-04-02,0.0
2022-04-03,1.64999986
2022-04-04,0.0
2022-04-05,0.0
2022-04-06,0.0
2022-04-07,27.9699974
2022-04-08,3.45499992
2022-04-09,0.850000024
2022-04-10,0.0
2022-04-11,0.0
2022-04-12,11.1850004
2022-04-13,2.45000005
2022-04-14,9.2149992
2022-04-15,0.224999994
2022-04-16,4.30000019
2022-04-17,0.0
2022-04-18,7.22499943
2022-04-19,13.7299995
2022-04-20,0.0
2022-04-21,4.30500031
2022-04-22,0.194999993
2022-04-23,3.86999989
2022-04-24,0.75
2022-04-25,0.299999982
2022-04-26,7.09499931
2022-04-27,0.0
2022-04-28,0.0599999987
2022-04-29,0.0
2022-04-30,0.0
2022-05-01,0.0
2022-05-02,6.75500011
2022-05-03,3.68999958
2022-05-04,23.0150013
2022-05-05,0.0
2022-05-06,0.129999995
2022-05-07,0.0149999997
2022-05-08,0.0
2022-05-09,0.0
2022-05-10,0.0
2022-05-11,0.0
2022-05-12,0.0
2022-05-13,0.0
2022-05-14,0.0
2022-05-15,0.0
2022-05-16,11.9899998
2022-05-17,0.00499999989
2022-05-18,0.0
2022-05-19,1.49000001
2022-05-20,0.669999957
2022-05-21,0.0
2022-05-22,0.830000043
2022-05-23,0.0
2022-05-24,0.0
2022-05-25,0.0
2022-05-26,3.57000017
2022-05-27,12.9749994
2022-05-28,0.379999995
2022-05-29,0.0
2022-05-30,0.0
2022-05-31,0.0
2022-06-01,28.1299973
2022-06-02,0.0700000003
2022-06-03,0.0
2022-06-04,0.0
2022-06-05,0.0
2022-06-06,0.049999997
2022-06-07,13.7350006
2022-06-08,7.74499989
2022-06-09,17.3449993
2022-06-10,0.0
2022-06-11,0.0
2022-06-12,3.94999981
2022-06-13,0.0900000036
2022-06-14,0.0
2022-06-15,2.18499994
2022-06-16,26.1499977
2022-06-17,0.0
2022-06-18,0.0
2022-06-19,0.0
2022-06-20,0.0
2022-06-21,1.82999992
2022-06-22,0.0
2022-06-23,1.02499998
2022-06-24,0.0
2022-06-25,0.0
2022-06-26,3.64499998
2022-06-27,0.479999989
2022-06-28,0.0
2022-06-29,0.554999948
2022-06-30,0.0850000009
2022-07-01,0.049999997
2022-07-02,14.3799992
2022-07-03,0.254999995
2022-07-04,0.0
2022-07-05,8.46000099
2022-07-06,0.049999997
2022-07-07,0.0
2022-07-08,0.129999995
2022-07-09,0.0
2022-07-10,0.0
2022-07-11,0.0
2022-07-12,0.664999962
2022-07-13,2.55500007
2022-07-14,0.0
2022-07-15,0.0
2022-07-16,0.264999986
2022-07-17,0.0
2022-07-18,27.7449951
2022-07-19,0.0
2022-07-20,1.9749999
2022-07-21,2.49000001
2022-07-22,0.0
2022-07-23,0.0
2022-07-24,3.20499992
2022-07-25,15.5849991
2022-07-26,0.0
2022-07-27,0.0700000003
2022-07-28,3.55499983
2022-07-29,0.0
2022-07-30,0.0
2022-07-31,0.13499999
2022-08-01,0.25
2022-08-02,1.43999994
2022-08-03,0.0
2022-08-04,5.55999947
2022-08-05,21.835001
2022-08-06,0.0
2022-08-07,0.0
2022-08-08,5.71499968
2022-08-09,0.0349999964
2022-08-10,0.0
2022-08-11,0.0
2022-08-12,0.0
2022-08-13,0.0
2022-08-14,0.0
2022-08-15,0.289999992
2022-08-16,0.594999969
2022-08-17,4.86000013
2022-08-18,0.189999998
2022-08-19,0.0699999928
2022-08-20,0.049999997
2022-08-21,30.5449982
2022-08-22,13.8650007
2022-08-23,0.559999943
2022-08-24,0.0
2022-08-25,0.0
2022-08-26,0.215000004
2022-08-27,0.0
2022-08-28,0.0
2022-08-29,3.25
2022-08-30,7.32999992
2022-08-31,0.539999962
2022-09-01,0.0
2022-09-02,0.0
2022-09-03,0.0
2022-09-04,0.0149999997
2022-09-05,19.7749996
2022-09-06,0.0249999985
2022-09-07,0.0199999996
2022-09-08,0.0
2022-09-09,0.0
2022-09-10,0.24499999
2022-09-11,10.6750011
2022-09-12,0.164999992
2022-09-13,0.594999969
2022-09-14,0.0
2022-09-15,0.0
2022-09-16,0.0
2022-09-17,0.0
2022-09-18,2.70499992
2022-09-19,21.8200016
2022-09-20,4.18000031
2022-09-21,0.0249999985
2022-09-22,21.8949986
2022-09-23,0.0
2022-09-24,0.0
2022-09-25,3.95000029
2022-09-26,2.11499977
2022-09-27,9.6600008
2022-09-28,14.3249969
2022-09-29,0.0
2022-09-30,0.0
2022-10-01,0.659999967
2022-10-02,0.13499999
2022-10-03,0.00999999978
2022-10-04,0.0549999997
2022-10-05,0.0
2022-10-06,0.185000002
2022-10-07,1.53999972
2022-10-08,0.0
2022-10-09,2.43499994
2022-10-10,1.69000006
2022-10-11,0.0
2022-10-12,0.764999986
2022-10-13,17.625
2022-10-14,0.304999977
2022-10-15,0.0
2022-10-16,0.0
2022-10-17,5.81999969
2022-10-18,0.200000018
2022-10-19,0.0
2022-10-20,1.04999995
2022-10-21,0.0
2022-10-22,0.0
2022-10-23,0.234999999
2022-10-24,3.64499998
2022-10-25,0.0
2022-10-26,0.0749999955
2022-10-27,0.0
2022-10-28,0.00999999978
2022-10-29,0.0
2022-10-30,0.0
2022-10-31,0.180000007
2022-11-01,0.0
2022-11-02,0.0
2022-11-03,0.0
2022-11-04,0.0
2022-11-05,0.0
2022-11-06,1.74000001
2022-11-07,0.170000002
2022-11-08,0.0
2022-11-09,0.0
2022-11-10,0.0
2022-11-11,34.0150032
2022-11-12,53.6500015
2022-11-13,0.0
2022-11-14,0.0
2022-11-15,0.409999967
2022-11-16,0.324999988
2022-11-17,0.459999979
2022-11-18,0.0
2022-11-19,0.0
2022-11-20,0.0
2022-11-21,0.0
2022-11-22,0.144999996
2022-11-23,2.03999996
2022-11-24,0.0
2022-11-25,2.43000007
2022-11-26,0.0
2022-11-27,14.0899982
2022-11-28,6.01999998
2022-11-29,0.0
2022-11-30,13.0999985
2022-12-01,0.0
2022-12-02,0.0
2022-12-03,18.5100002
2022-12-04,0.0
2022-12-05,0.0
2022-12-06,5.58500004
2022-12-07,6.80499935
2022-12-08,0.0
2022-12-09,0.0
2022-12-10,0.0
2022-12-11,0.0149999997
2022-12-12,0.0
2022-12-13,0.0
2022-12-14,0.0
2022-12-15,18.5949993
2022-12-16,16.7199993
2022-12-17,0.00499999989
2022-12-18,0.0
2022-12-19,1.32500005
2022-12-20,0.0
2022-12-21,1.0
2022-12-22,3.95499992
2022-12-23,40.5200043
2022-12-24,0.344999969
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,0.239999995
2022-12-28,3.52999973
2022-12-29,0.0
2022-12-30,0.0399999991
2022-12-31,5.28499985
2023-01-01,3.48499966
2023-01-02,0.0
2023-01-03,15.3099995
2023-01-04,18.8099976
2023-01-05,2.36000013
2023-01-06,0.0
2023-01-07,0.0
2023-01-08,0.420000017
2023-01-09,0.0
2023-01-10,0.0
2023-01-11,0.0
2023-01-12,11.704999
2023-01-13,18.3299999
2023-01-14,0.0
2023-01-15,0.0
2023-01-16,0.0
2023-01-17,4.4800005
2023-01-18,0.0
2023-01-19,20.5449982
2023-01-20,9.29999924
2023-01-21,0.0
2023-01-22,2.375
2023-01-23,7.46999836
2023-01-24,0.0
2023-01-25,10.7300005
2023-01-26,0.0
2023-01-27,0.0
2023-01-28,0.314999968
2023-01-29,2.12999988
2023-01-30,1.23500001
2023-01-31,0.0
2023-02-01,0.0
2023-02-02,0.00499999989
2023-02-03,0.109999999
2023-02-04,0.180000007
2023-02-05,1.52999973
2023-02-06,0.625
2023-02-07,5.00500011
2023-02-08,0.0599999987
2023-02-09,26.7600002
2023-02-10,0.545000017
2023-02-11,0.550000012
2023-02-12,0.0
2023-02-13,0.0
2023-02-14,0.0
