time,sur_air_temp,H2O_vapor_mass_ratio_surf,mean_precipitation_rate,surf_temp,cloud_temp
2020-01-01,0.162499994,3.5078125,0.0,-5.4000001,-16.5249996
2020-01-02,2.7874999,3.65234375,0.0,6.2874999,-2.6500001
2020-01-03,2.7874999,3.65234375,0.0700000003,6.2874999,-26.8687496
2020-01-04,2.7874999,3.65234375,1.15499997,1.22500002,-16.2749996
2020-01-05,-1.39999998,2.3515625,0.0,4.0374999,-12.8999996
2020-01-06,-1.39999998,2.3515625,0.649999976,4.0374999,-19.8999996
2020-01-07,-1.39999998,2.3515625,0.0,4.0374999,-45.0562515
2020-01-08,-1.39999998,2.3515625,1.67499995,4.0374999,-37.1500015
2020-01-09,-3.4000001,2.49023438,0.0700000003,-5.0875001,-32.3687515
2020-01-10,-3.4000001,2.49023438,16.3149986,-5.0875001,-37.7750015
2020-01-11,-3.4000001,2.49023438,10.874999,3.8499999,-37.4000015
2020-01-12,-3.4000001,2.49023438,32.0999985,3.8499999,-10.8999996
2020-01-13,-3.4000001,2.49023438,0.0,3.8499999,-9.71249962
2020-01-14,4.9749999,4.3828125,0.344999999,6.9124999,-7.9625001
2020-01-15,4.9749999,4.3828125,0.0,6.9124999,-7.9625001
2020-01-16,-3.9000001,1.92480469,0.319999993,-8.27499962,-24.0562496
2020-01-17,-3.9000001,1.1484375,0.0,-6.3375001,-15.1499996
2020-01-18,-3.9000001,1.1484375,7.11499929,-6.3375001,-51.5250015
2020-01-19,-3.4000001,2.0546875,0.0149999997,-3.5250001,-20.0562496
2020-01-20,-3.5875001,1.70703125,0.0299999993,-2.9000001,-12.5249996
2020-01-21,-1.89999998,1.96386719,0.0,-8.77499962,-29.0249996
2020-01-22,3.9124999,2.53710938,0.0,0.412499994,-31.7124996
2020-01-23,4.4124999,3.32421875,0.0850000009,0.600000024,-37.4312515
2020-01-24,9.78750038,4.734375,0.86500001,6.8499999,-25.1499996
2020-01-25,9.78750038,4.734375,29.2749996,6.8499999,-44.9625015
2020-01-26,0.474999994,3.73828125,0.0,-2.2125001,-19.1812496
2020-01-27,0.474999994,3.73828125,0.0,-2.2125001,-13.3999996
2020-01-28,-3.7125001,2.46875,0.689999938,-14.0874996,-17.4624996
2020-01-29,-3.7125001,2.46875,0.0,-14.0874996,-17.4624996
2020-01-30,-1.46249998,2.19726562,0.0,0.474999994,-33.2750015
2020-01-31,-1.46249998,2.19726562,0.444999993,0.474999994,-33.2750015
2020-02-01,-4.9000001,1.765625,0.0599999987,-11.9624996,-15.7124996
2020-02-02,-2.0875001,3.23632812,0.0899999961,-8.33749962,-23.8999996
2020-02-03,1.47500002,4.28125,0.0,2.3499999,-10.9624996
2020-02-04,5.0374999,4.99609375,0.529999971,-9.83749962,-23.4312496
